,northing, easting, zone, longitude, latitude,distance_km
0,4480432,433743.5,30,-3.78160697224312,40.47192715476499,9.016160207351469
1,4480271,433481.3,30,-3.7846829055372666,40.470455874804586,9.102318426000261
2,4479857,433656.0,30,-3.782578960336493,40.46674043950886,8.700036144607312
3,4479467,433632.0,30,-3.782821243928133,40.46322531126925,8.47365753448361
4,4479245,433613.6,30,-3.7830150335339288,40.46122401248565,8.35403528669825
5,4479860,433677.3,30,-3.782328046120836,40.46676916491994,8.685648926729211
6,4480247,433502.0,30,-3.784436225502067,40.47024133485356,9.070920436948063
7,4480406,433810.5,30,-3.780813951178445,40.4716982825812,8.949505241660713
8,4480525,442820.0,30,-3.6745503575494913,40.47343937126048,6.737762422520196
9,4480424,431468.0,30,-3.808446967779513,40.47167046184527,10.785649927127576
10,4480560,430783.0,30,-3.8165417277806015,40.47283877085329,11.429375855697245
11,4480564,430804.0,30,-3.816294454405772,40.47287655320219,11.414050949558748
12,4480099,431172.0,30,-3.8119031789611295,40.46871833454195,10.851989191099076
13,4480129,431137.0,30,-3.8123192599760394,40.46898567881341,10.897644430126396
14,4480348,430685.0,30,-3.817674540738307,40.4709208712272,11.396811366437769
15,4480498,430840.0,30,-3.815862612845655,40.472285013680505,11.347649507689734
16,4480366,431175.0,30,-3.811896760328106,40.47112376252943,10.995307630583117
17,4480326,431416.0,30,-3.809049739455215,40.47078336953031,10.772973909483726
18,4477961,437709.0,30,-3.734588471742005,40.44997440051632,4.523264705115035
19,4480263,446051.0,30,-3.636414384380037,40.471295295752576,8.29407458360728
20,4479802,441636.0,30,-3.6884504982823647,40.46684392999104,5.687827848810667
21,4479809,441681.1,30,-3.6879191871760417,40.46691015617537,5.705229423733087
22,4479932,441772.0,30,-3.686858308600302,40.46802456852985,5.846703513986246
23,4479957,441756.0,30,-3.687049327006953,40.46824865745708,5.866997099932099
24,4479449,441610.7,30,-3.688716429410343,40.46366217847672,5.33872385203543
25,4479446,441649.5,30,-3.688258529180124,40.4636378790129,5.345327344276878
26,4479055,441580.0,30,-3.689042250744607,40.46011069949876,4.949272123592428
27,4479229,441632.0,30,-3.688444973835311,40.461681820785934,5.130844803950697
28,4478865,441564.3,30,-3.689209921669736,40.458397993382434,4.761578033471313
29,4478771,441595.1,30,-3.68883803238366,40.45755336572936,4.679168610881577
30,4478641,441544.4,30,-3.689423985419369,40.45637870433621,4.5402449734401165
31,4478640,441584.1,30,-3.688955704654464,40.4563724873773,4.55014726688067
32,4476712,447446.1,30,-3.6196639280169833,40.43939532667106,7.534308987819207
33,4478299,441510.8,30,-3.6897887282638457,40.45329545437643,4.202147880060685
34,4478300,441557.1,30,-3.689242821653411,40.453307719706736,4.216454000369656
35,4478478,441571.3,30,-3.6890917473997735,40.45491222053548,4.39102692031664
36,4478313,441567.2,30,-3.6891249124986674,40.45342553957551,4.2318535272742785
37,4478068,441497.4,30,-3.6899254659345937,40.45121356116245,3.9770754734708604
38,4478063,441536.2,30,-3.689467465771119,40.4511712488547,3.9839664303501414
39,4477755,441469.8,30,-3.690222083588948,40.44839197475015,3.6704082661387503
40,4477622,441452.0,30,-3.690419716144895,40.44719259768465,3.5385595616778294
41,4477784,441511.7,30,-3.689730679259076,40.44865616880095,3.711208339393951
42,4477476,441440.0,30,-3.690547753580623,40.445876518791614,3.3965164050927954
43,4477441,441497.0,30,-3.689872424071431,40.44556523595815,3.3828782569693123
44,4477136,441406.0,30,-3.6909172958115946,40.4428112493212,3.065223536085539
45,4477151,441476.0,30,-3.690093322206844,40.44295130620238,3.1046296088867265
46,4476843,441555.8,30,-3.6891240802678262,40.44018231349087,2.8545870216055
47,4476467,441649.3,30,-3.687987154060894,40.43680169612752,2.5678492267324327
